date,wind_speed,temperature,sunlight,humidity,energy_output
2020-01-01 00:00:00,9.363502971184062,-8.409652992562341,0.545376495813608,97.27419368300826,1473.862284714865
2020-01-01 01:00:00,23.767857660247905,2.4054648954176407,0.13305680990918267,87.66101378732112,1822.9513396421953
2020-01-01 02:00:00,18.299848545285126,34.4814322757605,0.24827181579607915,71.99241447494896,1735.8910311055715
2020-01-01 03:00:00,14.966462104925915,2.16031279434082,0.9067910338329511,43.27834126430293,1923.734417725319
2020-01-01 04:00:00,3.900466011060913,19.866761890809713,0.6971175184723853,21.452426203995056,1498.8531547227467
2020-01-01 05:00:00,3.8998630084050663,-4.676549948167533,0.3068814279732409,66.48733172066646,1207.8081849210819
2020-01-01 06:00:00,1.4520903042049866,17.083143352125347,0.877355122354281,20.159910900618737,1642.9739887331777
2020-01-01 07:00:00,21.654403644373378,34.301666741224096,0.25028480826996446,2.025894992669419,1849.676564113131
2020-01-01 08:00:00,15.02787529358022,3.1326885557209394,0.5890827103145968,57.32329811963177,1672.7545540039869
2020-01-01 09:00:00,17.70181444490114,28.163402736901226,0.368494337644248,39.41304117702151,1767.027172229004
2020-01-01 10:00:00,0.5146123573950612,34.89071211649409,0.7521494093589222,87.60186663693257,1441.6790630988132
2020-01-01 11:00:00,24.24774630404986,16.48493399243348,0.37158735593793457,64.57800612296396,1938.0834933327064
2020-01-01 12:00:00,20.811066020010543,3.923049519261591,0.2488616726725884,64.72501035622416,1674.8018276961816
2020-01-01 13:00:00,5.308477766956904,20.308906695462028,0.6077046074677102,78.78930476363378,1505.2223040307379
2020-01-01 14:00:00,4.545624180177516,28.018169282087847,0.7453404417167676,33.5652001136794,1521.4435381435121
2020-01-01 15:00:00,4.585112746335845,-2.2892390667109757,0.5363636881854472,95.81719516331904,1474.9416775820894
2020-01-01 16:00:00,7.606056073988443,10.363209372865398,0.7162882856899612,22.132149146456204,1601.7095142503265
2020-01-01 17:00:00,13.118910790805947,4.363446955572844,0.4220162053645726,87.16798968258404,1649.2476944761297
2020-01-01 18:00:00,10.798625466052894,2.751154863307095,0.7954461450599076,91.08410016540908,1771.3900821692266
2020-01-01 19:00:00,7.280728504951048,28.73695673330777,0.5850246795445461,3.904037686438666,1590.7293137311487
2020-01-01 20:00:00,15.296322368059487,8.974430306982732,0.19624998478466726,63.18221036286283,1583.0820268547368
2020-01-01 21:00:00,3.487346516301046,5.258435381176074,0.8907517031004873,74.94208399999074,1615.4031870605138
2020-01-01 22:00:00,7.303616213380454,17.157974364170617,0.8368239579294403,95.38304046254918,1640.7525354049499
2020-01-01 23:00:00,9.159046082342293,-0.12692891631784242,0.963912209172821,25.137889913810007,1793.8913933455935
2020-01-02 00:00:00,11.401749605425898,0.3452070755635521,0.5690085163706873,56.18501754971415,1606.4664729736614
2020-01-02 01:00:00,19.62939903482534,13.412992889217708,0.6757409840972446,77.3117467772554,1958.135332277038
2020-01-02 02:00:00,4.991844553958994,8.417272789078286,0.8635792362293124,14.835551942778103,1537.878730742968
